Date,State,State_code,District,District_code,Rice Allocated,Wheat Allocated,Rice Distributed,Wheat Distributed,Performance (Rice),Performance (Wheat),Waste (Rice),Waste (Wheat),Year,Month,Total Allocated,Total Distributed,,
01-06-2019,Bihar,10,Supaul,223,6253.21,4168.81,6253.21,4168.81,100.00%,100.00%,0,0,2019,Jun,10422.02,10422.02,,
01-06-2019,Assam,18,Kokrajhar,294,4279.39,264,14252.29,342,333.04%,129.55%,-9972.9,-78,2019,Jun,4543.39,14594.29,,
01-06-2019,Uttar Pradesh,9,Deoria,137,5590.13,8121,5281.99,7663.13,94.49%,94.36%,308.14,457.87,2019,Jun,13711.13,12945.12,,
01-06-2019,Uttar Pradesh,9,Kannauj,155,2693.54,3966.75,2279.2,3350.59,84.62%,84.47%,414.34,616.16,2019,Jun,6660.29,5629.79,,
01-06-2019,Jharkhand,20,Sahebganj,340,4588.87,536.18,4519.81,536.63,98.50%,100.08%,69.06,-0.45,2019,Jun,5125.05,5056.44,,
01-06-2019,Maharashtra,27,Buldana,472,8007.99,10174.41,3765.47,4932.9,47.02%,48.48%,4242.52,5241.51,2019,Jun,18182.4,8698.37,,
01-06-2019,Odisha,21,Dhenkanal,352,4455.14,846.96,4436.68,845.23,99.59%,99.80%,18.46,1.73,2019,Jun,5302.1,5281.91,,
01-06-2019,Odisha,21,Nuapada,368,2958.68,180.73,2607.38,122.07,88.13%,67.54%,351.3,58.66,2019,Jun,3139.41,2729.45,,
01-06-2019,Assam,18,Cachar,282,7445.13,549,7445.13,549,100.00%,100.00%,0,0,2019,Jun,7994.13,7994.13,,
01-06-2019,Madhya Pradesh,23,Neemuch,419,588.61,2458.26,555.45,2323.2,94.37%,94.51%,33.16,135.06,2019,Jun,3046.87,2878.65,,
01-06-2019,Bihar,10,Sheohar,220,1776.37,1184.25,1776.37,1184.25,100.00%,100.00%,0,0,2019,Jun,2960.62,2960.62,,
01-06-2019,Uttar Pradesh,9,Faizabad,140,3989.15,5826.26,3884.16,5669.81,97.37%,97.31%,104.99,156.45,2019,Jun,9815.41,9553.97,,
01-06-2019,Gujarat,24,Surendranagar,460,1533.25,3608.41,1447.28,3406.15,94.39%,94.39%,85.97,202.26,2019,Jun,5141.66,4853.43,,
01-06-2019,Uttarakhand,5,Uttar Kashi,57,1532.06,963.91,1353.41,802.67,88.34%,83.27%,178.65,161.24,2019,Jun,2495.97,2156.08,,
01-06-2019,Tamil Nadu,33,Pudukkottai,582,7042.65,146.42,6328.72,137.54,89.86%,93.94%,713.93,8.88,2019,Jun,7189.07,6466.26,,
01-06-2019,Himachal Pradesh,2,Sirmaur,24,444,645,388.98,556.4,87.61%,86.26%,55.02,88.6,2019,Jun,1089,945.38,,
01-06-2019,Maharashtra,27,Akola,467,5245.34,6616.4,2746.27,3514.67,52.36%,53.12%,2499.07,3101.73,2019,Jun,11861.74,6260.94,,
01-06-2019,Uttar Pradesh,9,Sonbhadra,184,3399.07,4947.21,3303.09,4803.31,97.18%,97.09%,95.98,143.9,2019,Jun,8346.28,8106.4,,
01-06-2019,West Bengal,19,Jalpaiguri,314,4408.64,6300.2,4368.81,6308.99,99.10%,100.14%,39.83,-8.79,2019,Jun,10708.84,10677.8,,
01-06-2019,Uttar Pradesh,9,Kasganj,633,2361.87,3473.82,2095.26,3078.48,88.71%,88.62%,266.61,395.34,2019,Jun,5835.69,5173.74,,
01-06-2019,Madhya Pradesh,23,Katni,413,2175.25,3375.85,1871.03,2901.67,86.01%,85.95%,304.22,474.18,2019,Jun,5551.1,4772.7,,
01-06-2019,Odisha,21,Jajapur,356,6417.76,1554.43,6404.81,1552.23,99.80%,99.86%,12.95,2.2,2019,Jun,7972.19,7957.04,,
01-06-2019,Uttarakhand,5,Rudra Prayag,54,1019.93,647.59,990.95,611.49,97.16%,94.43%,28.98,36.1,2019,Jun,1667.52,1602.44,,
01-06-2019,Madhya Pradesh,23,Sidhi,433,2419.68,4026.15,2038.7,3384.97,84.25%,84.07%,380.98,641.18,2019,Jun,6445.83,5423.67,,
01-06-2019,Gujarat,24,Jamnagar,447,1108.77,2603.4,1029.5,2417.54,92.85%,92.86%,79.27,185.86,2019,Jun,3712.17,3447.04,,
01-06-2019,Odisha,21,Puri,369,5373.83,1354.26,5035.46,1267.79,93.70%,93.61%,338.37,86.47,2019,Jun,6728.09,6303.25,,
01-06-2019,Bihar,10,Gaya,196,9665.61,6443.73,9665.61,6443.73,100.00%,100.00%,0,0,2019,Jun,16109.34,16109.34,,
01-06-2019,Jharkhand,20,Latehar,335,3070.49,340.19,3073.71,349.33,100.10%,102.69%,-3.22,-9.14,2019,Jun,3410.68,3423.04,,
01-06-2019,Uttar Pradesh,9,Mainpuri,166,2447.34,3556.27,2068.97,2998.2,84.54%,84.31%,378.37,558.07,2019,Jun,6003.61,5067.17,,
01-06-2019,Tamil Nadu,33,Thanjavur,586,8621.16,203.66,7619.47,176.72,88.38%,86.77%,1001.69,26.94,2019,Jun,8824.82,7796.19,,
01-06-2019,West Bengal,19,Murshidabad,319,12813.36,18931.73,12812.01,18931.73,99.99%,100.00%,1.35,0,2019,Jun,31745.09,31743.74,,
01-06-2019,Odisha,21,Gajapati,353,2726.18,109.05,2716.9,107.56,99.66%,98.63%,9.28,1.49,2019,Jun,2835.23,2824.46,,
01-06-2019,Uttar Pradesh,9,Ghaziabad,145,3226.69,4818.78,2618.98,3907.27,81.17%,81.08%,607.71,911.51,2019,Jun,8045.47,6526.25,,
01-06-2019,Maharashtra,27,Sangli,493,6961.49,10370.27,3513.47,5178.8,50.47%,49.94%,3448.02,5191.47,2019,Jun,17331.76,8692.27,,
01-06-2019,Kerala,32,Kohzikode,561,7012.85,1575.41,5930.17,1361.02,84.56%,86.39%,1082.68,214.39,2019,Jun,8588.26,7291.19,,
01-06-2019,Tamil Nadu,33,Sivaganga,585,5059.99,115.46,4700.66,94.42,92.90%,81.78%,359.33,21.04,2019,Jun,5175.45,4795.08,,
01-06-2019,Bihar,10,Madhepura,205,5762.81,3841.87,5578.61,3719.07,96.80%,96.80%,184.2,122.8,2019,Jun,9604.68,9297.68,,
01-06-2019,Uttar Pradesh,9,Saharanpur,177,5515.64,8136.91,5115.54,7539.86,92.75%,92.66%,400.1,597.05,2019,Jun,13652.55,12655.4,,
01-06-2019,Madhya Pradesh,23,Sagar,425,2101.37,8931.04,1900.71,8032.05,90.45%,89.93%,200.66,898.99,2019,Jun,11032.41,9932.76,,
01-06-2019,Madhya Pradesh,23,Satna,426,4389.82,15733.16,2149.15,7668.47,48.96%,48.74%,2240.67,8064.69,2019,Jun,20122.98,9817.62,,
01-06-2019,Gujarat,24,Bharuch,442,1310.57,3093.97,1212.65,2864.31,92.53%,92.58%,97.92,229.66,2019,Jun,4404.54,4076.96,,
01-06-2019,Gujarat,24,Dohad,445,2329.08,5552.23,2181.83,5204.7,93.68%,93.74%,147.25,347.53,2019,Jun,7881.31,7386.53,,
01-06-2019,West Bengal,19,Birbhum,307,6362.76,9247.76,6258.27,9246.37,98.36%,99.98%,104.49,1.39,2019,Jun,15610.52,15504.64,,
01-06-2019,Uttarakhand,5,Dehradun,49,6476.12,4122.93,3355.69,2090.91,51.82%,50.71%,3120.43,2032.02,2019,Jun,10599.05,5446.6,,
01-06-2019,Odisha,21,Kalahandi,358,7286.41,300.89,7246.24,298.28,99.45%,99.13%,40.17,2.61,2019,Jun,7587.3,7544.52,,
01-06-2019,Gujarat,24,Mahisagar,669,1196.02,2821.1,1100.45,2598.06,92.01%,92.09%,95.57,223.04,2019,Jun,4017.12,3698.51,,
01-06-2019,Jammu And Kashmir,1,Resai,627,1045.37,1236.01,497.48,574.09,47.59%,46.45%,547.89,661.92,2019,Jun,2281.38,1071.57,,
01-06-2019,Madhya Pradesh,23,Betul,394,2904.81,5127.14,2392.1,4255.6,82.35%,83.00%,512.71,871.54,2019,Jun,8031.95,6647.7,,
01-06-2019,Madhya Pradesh,23,Dhar,403,1819.26,7639.69,1757.62,7386.8,96.61%,96.69%,61.64,252.89,2019,Jun,9458.95,9144.42,,
01-06-2019,Jammu And Kashmir,1,Poonch,10,1956.91,1342.03,925.3,632.35,47.28%,47.12%,1031.61,709.68,2019,Jun,3298.94,1557.65,,
01-06-2019,Uttar Pradesh,9,Hamirpur,149,2117.3,3085.9,1975.41,2874.85,93.30%,93.16%,141.89,211.05,2019,Jun,5203.2,4850.26,,
01-06-2019,Uttar Pradesh,9,Etawah,139,2651.61,3862.24,2273.23,3300.42,85.73%,85.45%,378.38,561.82,2019,Jun,6513.85,5573.65,,
01-06-2019,Jammu And Kashmir,1,Kupwara,8,5210.5,341.09,2841.59,341.09,54.54%,100.00%,2368.91,0,2019,Jun,5551.59,3182.68,,
01-06-2019,Uttar Pradesh,9,Kheri,159,7385.08,10802.9,6989.38,10218.32,94.64%,94.59%,395.7,584.58,2019,Jun,18187.98,17207.7,,
01-06-2019,Assam,18,Tinsukia,302,5806.68,557,5806.68,557,100.00%,100.00%,0,0,2019,Jun,6363.68,6363.68,,
01-06-2019,Bihar,10,Darbhanga,195,15057.5,10038.33,10777.6,7185.06,71.58%,71.58%,4279.9,2853.27,2019,Jun,25095.83,17962.66,,
01-06-2019,Odisha,21,Kendrapara,360,4335.6,1707.17,4318.74,1701.45,99.61%,99.66%,16.86,5.72,2019,Jun,6042.77,6020.19,,
01-06-2019,Bihar,10,Madhubani,206,12888.79,8592.52,12614.73,8409.82,97.87%,97.87%,274.06,182.7,2019,Jun,21481.31,21024.55,,
01-06-2019,Uttar Pradesh,9,Ballia,126,5723.28,8330.66,4902.02,7105.11,85.65%,85.29%,821.26,1225.55,2019,Jun,14053.94,12007.13,,
01-06-2019,Gujarat,24,Surat,459,2392.98,5638.94,2107.14,4965.55,88.06%,88.06%,285.84,673.39,2019,Jun,8031.92,7072.69,,
01-06-2019,Madhya Pradesh,23,Hoshangabad,409,853.73,3613.51,781.32,3295.27,91.52%,91.19%,72.41,318.24,2019,Jun,4467.24,4076.59,,
01-06-2019,Uttar Pradesh,9,Muzaffarnagar,172,4063.86,6046.72,3439.82,5113.58,84.64%,84.57%,624.04,933.14,2019,Jun,10110.58,8553.4,,
01-06-2019,Jammu And Kashmir,1,Jammu,5,1568.65,6482.49,739.15,3036.46,47.12%,46.84%,829.5,3446.03,2019,Jun,8051.14,3775.61,,
01-06-2019,West Bengal,19,Puruliya,321,4591.45,6753.26,4590.8,6740.4,99.99%,99.81%,0.65,12.86,2019,Jun,11344.71,11331.2,,
01-06-2019,Maharashtra,27,Latur,481,6490.37,9037.19,3188.09,4424.4,49.12%,48.96%,3302.28,4612.79,2019,Jun,15527.56,7612.49,,
01-06-2019,West Bengal,19,Darjiling,309,4109.64,5663.25,4109.64,5663.25,100.00%,100.00%,0,0,2019,Jun,9772.89,9772.89,,
01-06-2019,Madhya Pradesh,23,Sehore,427,1011.71,4210.45,918.99,3839.65,90.84%,91.19%,92.72,370.8,2019,Jun,5222.16,4758.64,,
01-06-2019,Maharashtra,27,Raigarh,491,8935.36,8980.73,4332.63,4301.55,48.49%,47.90%,4602.73,4679.18,2019,Jun,17916.09,8634.18,,
01-06-2019,Uttar Pradesh,9,Bhadohi,179,2695.15,3947.07,2472.53,3613.12,91.74%,91.54%,222.62,333.95,2019,Jun,6642.22,6085.65,,
01-06-2019,Himachal Pradesh,2,Hamirpur,17,422,563,766.56,1189.07,181.65%,211.20%,-344.56,-626.07,2019,Jun,985,1955.63,,
01-06-2019,Uttar Pradesh,9,Etah,138,2635.29,3885.03,2359.6,3474.05,89.54%,89.42%,275.69,410.98,2019,Jun,6520.32,5833.65,,
01-06-2019,Madhya Pradesh,23,Harda,408,485.26,2025.14,366.8,1530.63,75.59%,75.58%,118.46,494.51,2019,Jun,2510.4,1897.43,,
01-06-2019,Odisha,21,Jharsuguda,357,1687.36,407.04,1675.27,402.42,99.28%,98.86%,12.09,4.62,2019,Jun,2094.4,2077.69,,
01-06-2019,Jammu And Kashmir,1,Kargil,6,446.56,538.3,223.28,269.15,50.00%,50.00%,223.28,269.15,2019,Jun,984.86,492.43,,
01-06-2019,Gujarat,24,Navsari,453,1477.7,3525,1388.18,3310.04,93.94%,93.90%,89.52,214.96,2019,Jun,5002.7,4698.22,,
01-06-2019,Tamil Nadu,33,Theni,588,3809.28,116.12,3332,100.71,87.47%,86.73%,477.28,15.41,2019,Jun,3925.4,3432.71,,
01-06-2019,Maharashtra,27,Amravati,468,9427.98,10755.43,4752.03,5403.3,50.40%,50.24%,4675.95,5352.13,2019,Jun,20183.41,10155.33,,
01-06-2019,Maharashtra,27,Nashik,487,15433.75,21488.09,7386.99,10302.5,47.86%,47.95%,8046.76,11185.59,2019,Jun,36921.84,17689.49,,
01-06-2019,Odisha,21,Anugul,344,4370.89,916.43,4357.5,914.7,99.69%,99.81%,13.39,1.73,2019,Jun,5287.32,5272.2,,
01-06-2019,Maharashtra,27,Osmanabad,488,4219.7,5704.88,2150.95,2904.76,50.97%,50.92%,2068.75,2800.12,2019,Jun,9924.58,5055.71,,
01-06-2019,Madhya Pradesh,23,Bhopal,396,1612.94,6753.58,1555,6523.43,96.41%,96.59%,57.94,230.15,2019,Jun,8366.52,8078.43,,
01-06-2019,Gujarat,24,Kachchh,449,2136.93,5031.55,2040.83,4804.43,95.50%,95.49%,96.1,227.12,2019,Jun,7168.48,6845.26,,
01-06-2019,Uttar Pradesh,9,Bareilly,130,7493.14,10990.49,6919.32,10130.71,92.34%,92.18%,573.82,859.78,2019,Jun,18483.63,17050.03,,
01-06-2019,Uttar Pradesh,9,Bulandshahr,134,5180.02,7704.03,4751.78,7062.39,91.73%,91.67%,428.24,641.64,2019,Jun,12884.05,11814.17,,
01-06-2019,Delhi,7,New Delhi,79,339.97,1312.29,337.58,1305.66,99.30%,99.49%,2.39,6.63,2019,Jun,1652.26,1643.24,,
01-06-2019,Uttar Pradesh,9,Aligarh,119,5497.8,8185.2,4786.03,7118.32,87.05%,86.97%,711.77,1066.88,2019,Jun,13683,11904.35,,
01-06-2019,Odisha,21,Sonepur,372,2635.16,238.87,2596.37,233.5,98.53%,97.75%,38.79,5.37,2019,Jun,2874.03,2829.87,,
01-06-2019,Jharkhand,20,Simdega,342,2621.87,329.3,2603.51,331.48,99.30%,100.66%,18.36,-2.18,2019,Jun,2951.17,2934.99,,
01-06-2019,Bihar,10,Begusarai,191,8383.56,5589.06,8376.92,5584.61,99.92%,99.92%,6.64,4.45,2019,Jun,13972.62,13961.53,,
01-06-2019,Madhya Pradesh,23,Khargone,414,1711.93,7180.05,1578.54,6632.76,92.21%,92.38%,133.39,547.29,2019,Jun,8891.98,8211.3,,
01-06-2019,Gujarat,24,Dang,444,315.46,743.64,289.48,682.31,91.76%,91.75%,25.98,61.33,2019,Jun,1059.1,971.79,,
01-06-2019,Uttar Pradesh,9,Bahraich,125,6403.42,9287.55,5272.24,7592.76,82.33%,81.75%,1131.18,1694.79,2019,Jun,15690.97,12865,,
01-06-2019,Maharashtra,27,Wardha,498,4571.58,5643.25,2247.56,2758.02,49.16%,48.87%,2324.02,2885.23,2019,Jun,10214.83,5005.58,,
01-06-2019,Delhi,7,North East,81,1175.42,4568.97,1168,4540.12,99.37%,99.37%,7.42,28.85,2019,Jun,5744.39,5708.12,,
01-06-2019,Tamil Nadu,33,Madurai,578,8450.87,218.47,7071.7,202.95,83.68%,92.90%,1379.17,15.52,2019,Jun,8669.34,7274.65,,
01-06-2019,Uttar Pradesh,9,Balrampur,127,3247.65,4779.51,2863.51,4208.79,88.17%,88.06%,384.14,570.72,2019,Jun,8027.16,7072.3,,
01-06-2019,Uttar Pradesh,9,Auraiya,122,2168.77,3124.38,1927.02,2767.12,88.85%,88.57%,241.75,357.26,2019,Jun,5293.15,4694.14,,
01-06-2019,Assam,18,Dhubri,285,8246.64,483,8246.64,459,100.00%,95.03%,0,24,2019,Jun,8729.64,8705.64,,
01-06-2019,Maharashtra,27,Mumbai,482,10594.98,15858.82,5996.99,8901.86,56.60%,56.13%,4597.99,6956.96,2019,Jun,26453.8,14898.85,,
01-06-2019,Uttar Pradesh,9,Unnao,186,5113.44,7384.03,4594.07,6625.31,89.84%,89.72%,519.37,758.72,2019,Jun,12497.47,11219.38,,
01-06-2019,Tamil Nadu,33,Tiruvannamalai,593,10079.44,224.71,9817.83,200.84,97.40%,89.38%,261.61,23.87,2019,Jun,10304.15,10018.67,,
01-06-2019,Uttar Pradesh,9,Gorakhpur,148,7176.07,10448.13,6673.37,9700.62,92.99%,92.85%,502.7,747.51,2019,Jun,17624.2,16373.99,,
01-06-2019,Gujarat,24,Junagadh,448,1425.91,3355.43,1357.43,3193.34,95.20%,95.17%,68.48,162.09,2019,Jun,4781.34,4550.77,,
01-06-2019,Bihar,10,Arwal,611,1665.18,1110.12,1665.18,1110.12,100.00%,100.00%,0,0,2019,Jun,2775.3,2775.3,,
01-06-2019,Uttar Pradesh,9,Basti,131,4351.13,6304.02,3971.94,5744.56,91.29%,91.13%,379.19,559.46,2019,Jun,10655.15,9716.5,,
01-06-2019,Uttar Pradesh,9,Rae Bareli,175,5136.05,7449.29,4874.91,7056.73,94.92%,94.73%,261.14,392.56,2019,Jun,12585.34,11931.64,,
01-06-2019,Jharkhand,20,East Singhbhum,327,7512.76,1200.48,7521.56,1210.41,100.12%,100.83%,-8.8,-9.93,2019,Jun,8713.24,8731.97,,
01-06-2019,Himachal Pradesh,2,Chamba,16,738,1079,590.25,856.23,79.98%,79.35%,147.75,222.77,2019,Jun,1817,1446.48,,
01-06-2019,Jharkhand,20,Bokaro,322,5858.56,617.17,6005.2,638.67,102.50%,103.48%,-146.64,-21.5,2019,Jun,6475.73,6643.87,,
01-06-2019,Uttar Pradesh,9,Banda,128,3115.5,4552.38,2747.61,4009.65,88.19%,88.08%,367.89,542.73,2019,Jun,7667.88,6757.26,,
01-06-2019,Maharashtra,27,Ratnagiri,492,5121.79,6057.36,2741.23,3362.47,53.52%,55.51%,2380.56,2694.89,2019,Jun,11179.15,6103.7,,
01-06-2019,Bihar,10,Banka,190,5659.54,3773.03,5288.49,3525.66,93.44%,93.44%,371.05,247.37,2019,Jun,9432.57,8814.15,,
01-06-2019,West Bengal,19,Howrah,313,5597.08,8318.06,5359.78,8141.32,95.76%,97.88%,237.3,176.74,2019,Jun,13915.14,13501.1,,
01-06-2019,Gujarat,24,Botad,676,706.99,1662.42,675.83,1589.33,95.59%,95.60%,31.16,73.09,2019,Jun,2369.41,2265.16,,
01-06-2019,Odisha,21,Baleshwar,346,8473.08,2028.04,8364.9,2002.24,98.72%,98.73%,108.18,25.8,2019,Jun,10501.12,10367.14,,
01-06-2019,Tamil Nadu,33,Karur,576,3098.19,95.49,2598.65,88.05,83.88%,92.21%,499.54,7.44,2019,Jun,3193.68,2686.7,,
01-06-2019,Maharashtra,27,Dhule,474,7008.97,6820.94,3217.04,3986.46,45.90%,58.44%,3791.93,2834.48,2019,Jun,13829.91,7203.5,,
01-06-2019,Odisha,21,Bargarh,347,6201.97,634.78,6011.59,595,96.93%,93.73%,190.38,39.78,2019,Jun,6836.75,6606.59,,
01-06-2019,Odisha,21,Ganjam,354,11933.11,1962.27,11755.32,1928.74,98.51%,98.29%,177.79,33.53,2019,Jun,13895.38,13684.06,,
01-06-2019,Madhya Pradesh,23,Dewas,402,1096.95,4587.87,52.06,222.12,4.75%,4.84%,1044.89,4365.75,2019,Jun,5684.82,274.18,,
01-06-2019,Jammu And Kashmir,1,Ramban,621,1175.42,812,584.88,401.27,49.76%,49.42%,590.54,410.73,2019,Jun,1987.42,986.15,,
01-06-2019,Maharashtra,27,Nandurbar,486,7046.78,4973.64,3377.37,2388.38,47.93%,48.02%,3669.41,2585.26,2019,Jun,12020.42,5765.75,,
01-06-2019,Bihar,10,Nalanda,209,20647.21,13764.81,6868.25,4578.83,33.26%,33.26%,13778.96,9185.98,2019,Jun,34412.02,11447.08,,
01-06-2019,Tamil Nadu,33,Chennai,568,8734.04,382.38,5047.71,336.22,57.79%,87.93%,3686.33,46.16,2019,Jun,9116.42,5383.93,,
01-06-2019,Madhya Pradesh,23,Shivpuri,432,1224.5,5427.22,1140.45,5020.28,93.14%,92.50%,84.05,406.94,2019,Jun,6651.72,6160.73,,
01-06-2019,Madhya Pradesh,23,Narsimhapur,418,1051.67,4466.48,842.08,3581.76,80.07%,80.19%,209.59,884.72,2019,Jun,5518.15,4423.84,,
01-06-2019,Maharashtra,27,Beed,470,5758.01,8039.6,3225.44,4445.24,56.02%,55.29%,2532.57,3594.36,2019,Jun,13797.61,7670.68,,
01-06-2019,Uttar Pradesh,9,Mathura,167,3900.25,5746.79,3528.58,5194.16,90.47%,90.38%,371.67,552.63,2019,Jun,9647.04,8722.74,,
01-06-2019,Uttar Pradesh,9,Pilibhit,173,3575.85,5272.13,3449.18,5085.75,96.46%,96.46%,126.67,186.38,2019,Jun,8847.98,8534.93,,
01-06-2019,Madhya Pradesh,23,Singrauli,638,2357.73,3781.86,2329.78,3734.57,98.81%,98.75%,27.95,47.29,2019,Jun,6139.59,6064.35,,
01-06-2019,Odisha,21,Boudh,349,1945.56,141.21,1898.41,138.38,97.58%,98.00%,47.15,2.83,2019,Jun,2086.77,2036.79,,
01-06-2019,Uttarakhand,5,Haridwar,50,7633,4838.17,4359.74,2696.45,57.12%,55.73%,3273.26,2141.72,2019,Jun,12471.17,7056.19,,
01-06-2019,Assam,18,Sonitpur,301,8431.63,411,8431.63,411,100.00%,100.00%,0,0,2019,Jun,8842.63,8842.63,,
01-06-2019,Uttar Pradesh,9,Meerut,169,3807.97,5688.88,2968.19,4432.2,77.95%,77.91%,839.78,1256.68,2019,Jun,9496.85,7400.39,,
01-06-2019,Jharkhand,20,Palamu,338,8154.07,994.92,8275.46,1001.15,101.49%,100.63%,-121.39,-6.23,2019,Jun,9148.99,9276.61,,
01-06-2019,Uttar Pradesh,9,Chitrakoot,136,1821.68,2675.59,1675.9,2457.82,92.00%,91.86%,145.78,217.77,2019,Jun,4497.27,4133.72,,
01-06-2019,Tamil Nadu,33,Nagapattinam,579,7061.55,158.35,6635.75,124.86,93.97%,78.85%,425.8,33.49,2019,Jun,7219.9,6760.61,,
01-06-2019,Bihar,10,Saharsa,216,5344.36,3562.91,5339.08,3559.39,99.90%,99.90%,5.28,3.52,2019,Jun,8907.27,8898.47,,
01-06-2019,Tamil Nadu,33,Tirunelveli,592,9206.48,262.34,7821.9,243.05,84.96%,92.65%,1384.58,19.29,2019,Jun,9468.82,8064.95,,
01-06-2019,Uttarakhand,5,Tehri Garhwal,55,2900.65,1826.9,2296.46,1444.18,79.17%,79.05%,604.19,382.72,2019,Jun,4727.55,3740.64,,
01-06-2019,Madhya Pradesh,23,Jhabua,412,1266.71,5361.82,1196.31,5066.19,94.44%,94.49%,70.4,295.63,2019,Jun,6628.53,6262.5,,
01-06-2019,Madhya Pradesh,23,Bhind,395,859.9,2770.62,790.36,2542.2,91.91%,91.76%,69.54,228.42,2019,Jun,3630.52,3332.56,,
01-06-2019,Gujarat,24,Banas Kantha,441,3401.54,8037.64,3247.19,7674.7,95.46%,95.48%,154.35,362.94,2019,Jun,11439.18,10921.89,,
01-06-2019,Gujarat,24,Rajkot,457,1978.33,4657.51,1811.95,4266.88,91.59%,91.61%,166.38,390.63,2019,Jun,6635.84,6078.83,,
01-06-2019,Madhya Pradesh,23,Chhindwara,399,2163.09,9179.75,1646.36,7000.91,76.11%,76.26%,516.73,2178.84,2019,Jun,11342.84,8647.27,,
01-06-2019,Jharkhand,20,Dhanbad,325,7647.74,1287.45,7780.74,1377.92,101.74%,107.03%,-133,-90.47,2019,Jun,8935.19,9158.66,,
01-06-2019,Odisha,21,Deogarh,351,1338.09,190.04,1330.74,188.88,99.45%,99.39%,7.35,1.16,2019,Jun,1528.13,1519.62,,
01-06-2019,Kerala,32,Palakkad,563,7290.25,1678.6,6442.45,1477.81,88.37%,88.04%,847.8,200.79,2019,Jun,8968.85,7920.26,,
01-06-2019,Uttar Pradesh,9,Mahoba,165,1495.49,2202.68,1423.41,2094.83,95.18%,95.10%,72.08,107.85,2019,Jun,3698.17,3518.24,,
01-06-2019,Kerala,32,Malappuram,562,10691.19,2451.8,8833.98,2061.15,82.63%,84.07%,1857.21,390.65,2019,Jun,13142.99,10895.13,,
01-06-2019,Uttar Pradesh,9,Gautam Buddha Nagar,144,1467.03,2180.81,1217.88,1807.16,83.02%,82.87%,249.15,373.65,2019,Jun,3647.84,3025.04,,
01-06-2019,Daman & Diu,25,Daman,463,139.24,139.42,128.65,128.62,92.39%,92.25%,10.59,10.8,2019,Jun,278.66,257.27,,
01-06-2019,Madhya Pradesh,23,Vidisha,437,1597.08,5529.65,1088.14,4547.91,68.13%,82.25%,508.94,981.74,2019,Jun,7126.73,5636.05,,
01-06-2019,Jharkhand,20,Giridih,329,8977.3,1286.66,9663.48,1344.84,107.64%,104.52%,-686.18,-58.18,2019,Jun,10263.96,11008.32,,
01-06-2019,Gujarat,24,Porbandar,456,495.36,1170.39,464.26,1098,93.72%,93.81%,31.1,72.39,2019,Jun,1665.75,1562.26,,
01-06-2019,Bihar,10,Lakhisarai,204,2365.88,1577.92,2228.37,1485.58,94.19%,94.15%,137.51,92.34,2019,Jun,3943.8,3713.95,,
01-06-2019,Maharashtra,27,Aurangabad,469,7680,11278.29,4173.04,5829.31,54.34%,51.69%,3506.96,5448.98,2019,Jun,18958.29,10002.35,,
01-06-2019,Maharashtra,27,Nagpur,484,10075.92,12531.01,6512.09,8189.05,64.63%,65.35%,3563.83,4341.96,2019,Jun,22606.93,14701.14,,
01-06-2019,Madhya Pradesh,23,Sheopur,431,754.6,2925.19,472.22,1817.77,62.58%,62.14%,282.38,1107.42,2019,Jun,3679.79,2289.99,,
01-06-2019,Uttar Pradesh,9,Agra,118,5792.73,8665.18,5204.07,7785.03,89.84%,89.84%,588.66,880.15,2019,Jun,14457.91,12989.1,,
01-06-2019,Uttar Pradesh,9,Lalitpur,161,2087.96,3063.74,1896.22,2776.24,90.82%,90.62%,191.74,287.5,2019,Jun,5151.7,4672.46,,
01-06-2019,Himachal Pradesh,2,Kullu,20,437,635,430.78,626.11,98.58%,98.60%,6.22,8.89,2019,Jun,1072,1056.89,,
01-06-2019,Maharashtra,27,Ahmadnagar,466,12231.06,17251.43,5717.93,8210.58,46.75%,47.59%,6513.13,9040.85,2019,Jun,29482.49,13928.51,,
01-06-2019,Madhya Pradesh,23,Guna,406,1007.09,3453.01,995.09,3428.01,98.81%,99.28%,12,25,2019,Jun,4460.1,4423.1,,
01-06-2019,Uttar Pradesh,9,Jalaun,151,2629.33,3849.58,2327.83,3397.51,88.53%,88.26%,301.5,452.07,2019,Jun,6478.91,5725.34,,
01-06-2019,Odisha,21,Bhadrak,348,5083.02,1363.56,5059.68,1357.65,99.54%,99.57%,23.34,5.91,2019,Jun,6446.58,6417.33,,
01-06-2019,Maharashtra,27,Yavatmal,500,10018.65,11396.41,4741.8,5383.64,47.33%,47.24%,5276.85,6012.77,2019,Jun,21415.06,10125.44,,
01-06-2019,Madhya Pradesh,23,Ujjain,435,1274.29,5319.94,1221.05,5106.3,95.82%,95.98%,53.24,213.64,2019,Jun,6594.23,6327.35,,
01-06-2019,Bihar,10,Nawada,210,5489.12,3659.41,5403.16,3602.1,98.43%,98.43%,85.96,57.31,2019,Jun,9148.53,9005.26,,
01-06-2019,Gujarat,24,Devbhumi Dwarka,674,796.72,1869.41,763.78,1790.83,95.87%,95.80%,32.94,78.58,2019,Jun,2666.13,2554.61,,
01-06-2019,Madhya Pradesh,23,Morena,417,1161.24,3642.2,1089.08,3419.66,93.79%,93.89%,72.16,222.54,2019,Jun,4803.44,4508.74,,
