Date,State,State_code,District,District_code,Rice Allocated,Wheat Allocated,Rice Distributed,Wheat Distributed,Performance (Rice),Performance (Wheat),Waste (Rice),Waste (Wheat),Year,Month,Total Allocated,Total Distributed,,
01-06-2019,West Bengal,19,Kolkata,315,4487.61,6615.35,4263.1,6324.48,95.00%,95.60%,224.51,290.87,2019,Jun,11102.96,10587.58,,
01-06-2019,Jharkhand,20,Koderma,334,2467.85,297.49,2530.57,299.99,102.54%,100.84%,-62.72,-2.5,2019,Jun,2765.34,2830.56,,
01-06-2019,Gujarat,24,Mahesana,451,2028.76,4755.72,1858.2,4357.55,91.59%,91.63%,170.56,398.17,2019,Jun,6784.48,6215.75,,
01-06-2019,Jharkhand,20,Jamtara,333,3306.17,390.44,3283.51,389.72,99.31%,99.82%,22.66,0.72,2019,Jun,3696.61,3673.23,,
01-06-2019,Tamil Nadu,33,Tiruppur,634,4810.93,240.86,3724.09,220.65,77.41%,91.61%,1086.84,20.21,2019,Jun,5051.79,3944.74,,
01-06-2019,Jammu And Kashmir,1,Baramula,3,6241.13,434.95,2751.8,434.95,44.09%,100.00%,3489.33,0,2019,Jun,6676.08,3186.75,,
01-06-2019,Uttar Pradesh,9,Farrukhabad,141,2935,4306.65,2585.14,3778.16,88.08%,87.73%,349.86,528.49,2019,Jun,7241.65,6363.3,,
01-06-2019,Kerala,32,Thrissur,566,5848.7,1422.45,5869.98,1309.18,100.36%,92.04%,-21.28,113.27,2019,Jun,7271.15,7179.16,,
01-06-2019,Madhya Pradesh,23,Jabalpur,411,2293.64,8334.7,1931.65,7024.92,84.22%,84.29%,361.99,1309.78,2019,Jun,10628.34,8956.57,,
01-06-2019,West Bengal,19,Medinipur West,318,6936.87,10192.71,6886.96,10160.06,99.28%,99.68%,49.91,32.65,2019,Jun,17129.58,17047.02,,
01-06-2019,West Bengal,19,Jhargram,703,1982.63,2892.54,1982.63,2892.54,100.00%,100.00%,0,0,2019,Jun,4875.17,4875.17,,
01-06-2019,Uttar Pradesh,9,Hapur,661,1982.12,20385.06,1808.25,2690.48,91.23%,13.20%,173.87,17694.58,2019,Jun,22367.18,4498.73,,
01-06-2019,Bihar,10,Sheikhpura,219,1485.91,990.61,1407.47,938.32,94.72%,94.72%,78.44,52.29,2019,Jun,2476.52,2345.79,,
01-06-2019,Madhya Pradesh,23,Umaria,436,929.29,2452.84,898.17,2365.68,96.65%,96.45%,31.12,87.16,2019,Jun,3382.13,3263.85,,
01-06-2019,West Bengal,19,Purba Bardhaman,306,7610.16,11168.89,7608.41,11168.9,99.98%,100.00%,1.75,-0.01,2019,Jun,18779.05,18777.31,,
01-06-2019,Uttar Pradesh,9,Mirzapur,170,4413.6,6446.24,4309.15,6289.27,97.63%,97.56%,104.45,156.97,2019,Jun,10859.84,10598.42,,
01-06-2019,Odisha,21,Kendujhar,361,7797.29,750.05,7759.96,746.04,99.52%,99.47%,37.33,4.01,2019,Jun,8547.34,8506,,
01-06-2019,Tamil Nadu,33,Kanniyakumari,575,5937.05,270.37,5525.06,222.11,93.06%,82.15%,411.99,48.26,2019,Jun,6207.42,5747.17,,
01-06-2019,Madhya Pradesh,23,Barwani,393,1509.85,4989.41,1437.68,6062.88,95.22%,121.51%,72.17,-1073.47,2019,Jun,6499.26,7500.56,,
01-06-2019,Gujarat,24,Patan,455,1510.69,3563.12,1458.01,3440.01,96.51%,96.54%,52.68,123.11,2019,Jun,5073.81,4898.02,,
01-06-2019,Tamil Nadu,33,Krishnagiri,577,6479.76,296.93,6016.36,253.67,92.85%,85.43%,463.4,43.26,2019,Jun,6776.69,6270.03,,
01-06-2019,Maharashtra,27,Bhandara,471,40705.33,22907.4,2544.48,2874.76,6.25%,12.55%,38160.85,20032.64,2019,Jun,63612.73,5419.24,,
01-06-2019,Maharashtra,27,Mumbai Suburban,483,3601.9,5351.37,1801.52,2675.85,50.02%,50.00%,1800.38,2675.52,2019,Jun,8953.27,4477.37,,
01-06-2019,Assam,18,Bongaigaon,281,3156.63,145,3156.63,145,100.00%,100.00%,0,0,2019,Jun,3301.63,3301.63,,
01-06-2019,Madhya Pradesh,23,Shahdol,429,2122.17,3183.25,2088.36,3133.48,98.41%,98.44%,33.81,49.77,2019,Jun,5305.42,5221.84,,
01-06-2019,Gujarat,24,Tapi,641,901.46,2149.6,847.79,2022.66,94.05%,94.09%,53.67,126.94,2019,Jun,3051.06,2870.45,,
01-06-2019,Maharashtra,27,Chandrapur,473,8989.97,9207.63,4353.31,4554.21,48.42%,49.46%,4636.66,4653.42,2019,Jun,18197.6,8907.52,,
01-06-2019,Uttar Pradesh,9,Firozabad,143,3748.59,5541.58,3337.18,4925.2,89.02%,88.88%,411.41,616.38,2019,Jun,9290.17,8262.38,,
01-06-2019,Uttar Pradesh,9,Ghazipur,146,5759.71,8490.72,5142.4,7564.89,89.28%,89.10%,617.31,925.83,2019,Jun,14250.43,12707.29,,
01-06-2019,Kerala,32,Pathanamthitta,564,2522.4,496.5,2214.36,491.92,87.79%,99.08%,308.04,4.58,2019,Jun,3018.9,2706.28,,
01-06-2019,Madhya Pradesh,23,Balaghat,392,5331.2,3674.39,4608.98,3186.28,86.45%,86.72%,722.22,488.11,2019,Jun,9005.59,7795.26,,
01-06-2019,Uttarakhand,5,Udam Singh Nagar,56,6504.56,4141.85,3845.88,1901.21,59.13%,45.90%,2658.68,2240.64,2019,Jun,10646.41,5747.09,,
01-06-2019,Assam,18,Nagaon,297,12053.81,691,12049.23,691,99.96%,100.00%,4.58,0,2019,Jun,12744.81,12740.23,,
01-06-2019,Maharashtra,27,Satara,494,6942.94,10342.74,3293.21,4880.76,47.43%,47.19%,3649.73,5461.98,2019,Jun,17285.68,8173.97,,
01-06-2019,Gujarat,24,Gandhinagar,446,1061.07,2495.17,996.6,2342.04,93.92%,93.86%,64.47,153.13,2019,Jun,3556.24,3338.64,,
01-06-2019,Kerala,32,Kottayam,560,4399.85,835.22,3426.23,760.42,77.87%,91.04%,973.62,74.8,2019,Jun,5235.07,4186.65,,
01-06-2019,Tamil Nadu,33,Thiruvarur,590,5330.51,104.01,4940.69,89.21,92.69%,85.77%,389.82,14.8,2019,Jun,5434.52,5029.9,,
01-06-2019,Uttar Pradesh,9,Hardoi,150,7060.12,10295.86,6507.8,9486.96,92.18%,92.14%,552.32,808.9,2019,Jun,17355.98,15994.76,,
01-06-2019,Tamil Nadu,33,Virudhunagar,597,5518.66,182.75,4477.95,169.6,81.14%,92.80%,1040.71,13.15,2019,Jun,5701.41,4647.55,,
01-06-2019,Bihar,10,Siwan,222,7631.21,5087.48,7426.92,4951.28,97.32%,97.32%,204.29,136.2,2019,Jun,12718.69,12378.2,,
01-06-2019,Maharashtra,27,Hingoli,477,1979.02,5403.26,1011.18,2733.4,51.09%,50.59%,967.84,2669.86,2019,Jun,7382.28,3744.58,,
01-06-2019,Maharashtra,27,Palghar,665,8474.63,9316.77,4998.04,4838.97,58.98%,51.94%,3476.59,4477.8,2019,Jun,17791.4,9837.01,,
01-06-2019,Gujarat,24,Vadodara,461,1624.24,3838.39,1549.25,3657.47,95.38%,95.29%,74.99,180.92,2019,Jun,5462.63,5206.72,,
01-06-2019,West Bengal,19,Dinajpur Dakshin,310,2656.28,3931.33,2655.53,3816,99.97%,97.07%,0.75,115.33,2019,Jun,6587.61,6471.53,,
01-06-2019,Bihar,10,Patna,212,15206.27,10137.51,11812.93,7875.24,77.68%,77.68%,3393.34,2262.27,2019,Jun,25343.78,19688.17,,
01-06-2019,Tamil Nadu,33,Perambalur,581,2313.23,102.89,2086.13,86.31,90.18%,83.89%,227.1,16.58,2019,Jun,2416.12,2172.44,,
01-06-2019,Uttar Pradesh,9,Jhansi,153,3196.67,4680.42,2873.26,4195.66,89.88%,89.64%,323.41,484.76,2019,Jun,7877.09,7068.92,,
01-06-2019,Uttarakhand,5,Nainital,51,3462.51,2196.09,2359.25,1455.35,68.14%,66.27%,1103.26,740.74,2019,Jun,5658.6,3814.6,,
01-06-2019,Tamil Nadu,33,Tiruchirappalli,591,8040.36,224.44,6861.12,197.77,85.33%,88.12%,1179.24,26.67,2019,Jun,8264.8,7058.89,,
01-06-2019,Tamil Nadu,33,Dharmapuri,571,6081.64,197.75,5613.37,178.47,92.30%,90.25%,468.27,19.28,2019,Jun,6279.39,5791.84,,
01-06-2019,Maharashtra,27,Gadchiroli,475,4019.25,1347.97,4001.22,1418.07,99.55%,105.20%,18.03,-70.1,2019,Jun,5367.22,5419.29,,
01-06-2019,Uttar Pradesh,9,Gonda,147,5438.13,7994.63,4465.74,6546.35,82.12%,81.88%,972.39,1448.28,2019,Jun,13432.76,11012.09,,
01-06-2019,Bihar,10,Buxar,194,3016.43,2010.95,2903.6,1935.73,96.26%,96.26%,112.83,75.22,2019,Jun,5027.38,4839.33,,
01-06-2019,Bihar,10,Vaishali,224,9528.75,6352.5,9528.75,6352.5,100.00%,100.00%,0,0,2019,Jun,15881.25,15881.25,,
01-06-2019,Dadra & Nagar Haveli,26,Dadra And Nagar Haveli,465,824.4,84.52,816.86,83.72,99.09%,99.05%,7.54,0.8,2019,Jun,908.92,900.58,,
01-06-2019,Uttar Pradesh,9,Maharajganj,164,4623.52,6768.73,4368.75,6390.05,94.49%,94.41%,254.77,378.68,2019,Jun,11392.25,10758.8,,
01-06-2019,Uttar Pradesh,9,Amethi,640,3219.18,4652.83,2882.85,4155.35,89.55%,89.31%,336.33,497.48,2019,Jun,7872.01,7038.2,,
01-06-2019,Assam,18,Dibrugarh,286,6003.39,218,6003.39,218,100.00%,100.00%,0,0,2019,Jun,6221.39,6221.39,,
01-06-2019,Gujarat,24,Panch Mahals,454,1810.9,4272.51,1714.19,4046.1,94.66%,94.70%,96.71,226.41,2019,Jun,6083.41,5760.29,,
01-06-2019,Tamil Nadu,33,Vellore,595,10241.65,435.58,9823.33,345.6,95.92%,79.34%,418.32,89.98,2019,Jun,10677.23,10168.93,,
01-06-2019,Tamil Nadu,33,Ramanathapuram,583,5005.82,139.88,4326.14,113.54,86.42%,81.17%,679.68,26.34,2019,Jun,5145.7,4439.68,,
01-06-2019,Uttar Pradesh,9,Prayagraj,120,9054.62,13361.66,7917.13,11664.09,87.44%,87.30%,1137.49,1697.57,2019,Jun,22416.28,19581.22,,
01-06-2019,West Bengal,19,Bankura,305,5437.97,7956.63,5436.62,7956.63,99.98%,100.00%,1.35,0,2019,Jun,13394.6,13393.25,,
01-06-2019,Uttar Pradesh,9,Shamli,660,1944.1,2879.23,1788.99,2645.62,92.02%,91.89%,155.11,233.61,2019,Jun,4823.33,4434.61,,
01-06-2019,Bihar,10,Bhojpur,193,6457.98,4305.32,6214.61,4143.08,96.23%,96.23%,243.37,162.24,2019,Jun,10763.3,10357.69,,
01-06-2019,Uttar Pradesh,9,Kushinagar,160,6560.21,9547.47,6043.84,8776.83,92.13%,91.93%,516.37,770.64,2019,Jun,16107.68,14820.67,,
01-06-2019,Odisha,21,Khordha,362,5957.67,1779.3,5915.97,1757.74,99.30%,98.79%,41.7,21.56,2019,Jun,7736.97,7673.71,,
01-06-2019,Jharkhand,20,Garhwa,328,5275.51,650.22,5353.94,657.97,101.49%,101.19%,-78.43,-7.75,2019,Jun,5925.73,6011.91,,
01-06-2019,Jammu And Kashmir,1,Rajauri,12,2654.87,1815.37,1371.68,921.37,51.67%,50.75%,1283.19,894,2019,Jun,4470.24,2293.05,,
01-06-2019,Madhya Pradesh,23,Datia,401,731.22,2294.13,501.94,1586.1,68.64%,69.14%,229.28,708.03,2019,Jun,3025.35,2088.04,,
01-06-2019,Odisha,21,Malkangiri,364,3180.27,47.93,3157.15,47.06,99.27%,98.18%,23.12,0.87,2019,Jun,3228.2,3204.21,,
01-06-2019,Tamil Nadu,33,Thiruvallur,589,5728.37,98.83,5177.05,64.09,90.38%,64.85%,551.32,34.74,2019,Jun,5827.2,5241.14,,
01-06-2019,Madhya Pradesh,23,Agar Malwa,667,474.15,1982.46,464.84,1944.7,98.04%,98.10%,9.31,37.76,2019,Jun,2456.61,2409.54,,
01-06-2019,West Bengal,19,Maldah,316,6810.25,10041.06,6809.4,10041.06,99.99%,100.00%,0.85,0,2019,Jun,16851.31,16850.46,,
01-06-2019,Jammu And Kashmir,1,Kishtwar,620,542.1,372.8,484.49,330.27,89.37%,88.59%,57.61,42.53,2019,Jun,914.9,814.76,,
01-06-2019,Uttar Pradesh,9,Amroha,154,2406.84,3558.4,2086.15,3078.69,86.68%,86.52%,320.69,479.71,2019,Jun,5965.24,5164.84,,
01-06-2019,Uttar Pradesh,9,Sant Kabeer Nagar,178,2784.83,4043.64,2404.65,3482.27,86.35%,86.12%,380.18,561.37,2019,Jun,6828.47,5886.92,,
01-06-2019,Uttar Pradesh,9,Siddharth Nagar,182,4344.72,6310.81,3973.19,5762.93,91.45%,91.32%,371.53,547.88,2019,Jun,10655.53,9736.12,,
01-06-2019,Bihar,10,Muzaffarpur,208,12614.43,8409.62,12449.46,8299.64,98.69%,98.69%,164.97,109.98,2019,Jun,21024.05,20749.1,,
01-06-2019,Gujarat,24,Kheda,450,2211.08,5216.79,2096.13,4946.25,94.80%,94.81%,114.95,270.54,2019,Jun,7427.87,7042.38,,
01-06-2019,Bihar,10,Jehanabad,199,2332.01,1554.68,2332.01,1554.68,100.00%,100.00%,0,0,2019,Jun,3886.69,3886.69,,
01-06-2019,Bihar,10,Kaimur (Bhabua),200,3238.42,2158.95,3206.57,2137.71,99.02%,99.02%,31.85,21.24,2019,Jun,5397.37,5344.28,,
01-06-2019,Maharashtra,27,Sindhudurg,495,2886.72,3574.57,1654.35,1948.29,57.31%,54.50%,1232.37,1626.28,2019,Jun,6461.29,3602.64,,
01-06-2019,Odisha,21,Sundargarh,373,7285.93,1209.45,7199.56,1191.71,98.81%,98.53%,86.37,17.74,2019,Jun,8495.38,8391.27,,
01-06-2019,Himachal Pradesh,2,Bilaspur,15,453,660,415.02,595.67,91.62%,90.25%,37.98,64.33,2019,Jun,1113,1010.69,,
01-06-2019,Uttarakhand,5,Champawat,48,1146.39,726.22,1334.29,859.65,116.39%,118.37%,-187.9,-133.43,2019,Jun,1872.61,2193.94,,
01-06-2019,Bihar,10,Khagaria,202,5114.84,3409.82,4712.72,3141.81,92.14%,92.14%,402.12,268.01,2019,Jun,8524.66,7854.53,,
01-06-2019,Gujarat,24,Arvalli,672,1125.12,2657.35,1004.85,2374.64,89.31%,89.36%,120.27,282.71,2019,Jun,3782.47,3379.49,,
01-06-2019,Madhya Pradesh,23,Rajgarh,422,1319.99,4317.11,1228.48,4295.48,93.07%,99.50%,91.51,21.63,2019,Jun,5637.1,5523.96,,
01-06-2019,Jharkhand,20,Khunti,606,2270.41,374.87,2218.12,368.62,97.70%,98.33%,52.29,6.25,2019,Jun,2645.28,2586.74,,
01-06-2019,Tamil Nadu,33,Villupuram,596,15646.77,446.24,14033.7,381.95,89.69%,85.59%,1613.07,64.29,2019,Jun,16093.01,14415.65,,
01-06-2019,Gujarat,24,Gir Somnath,675,1067.73,2513.44,999.7,2354.72,93.63%,93.69%,68.03,158.72,2019,Jun,3581.17,3354.42,,
01-06-2019,Madhya Pradesh,23,Raisen,421,1270.97,4208.3,1013.28,3334.48,79.72%,79.24%,257.69,873.82,2019,Jun,5479.27,4347.76,,
01-06-2019,Odisha,21,Nayagarh,367,3477.65,670.98,3315.9,631.36,95.35%,94.10%,161.75,39.62,2019,Jun,4148.63,3947.26,,
01-06-2019,Bihar,10,Purbi Champaran,213,13717.24,9144.82,13693.95,9129.26,99.83%,99.83%,23.29,15.56,2019,Jun,22862.06,22823.21,,
01-06-2019,Odisha,21,Nabarangpur,366,6364.83,51.21,6336.81,50.93,99.56%,99.45%,28.02,0.28,2019,Jun,6416.04,6387.74,,
01-06-2019,Madhya Pradesh,23,Ratlam,423,1099.93,4571.44,1012.81,4217.23,92.08%,92.25%,87.12,354.21,2019,Jun,5671.37,5230.04,,
01-06-2019,Jharkhand,20,Lohardaga,336,2041.24,237.63,2036.57,237.91,99.77%,100.12%,4.67,-0.28,2019,Jun,2278.87,2274.48,,
01-06-2019,Madhya Pradesh,23,Gwalior,407,1168.72,4934.61,1096.13,4622.17,93.79%,93.67%,72.59,312.44,2019,Jun,6103.33,5718.3,,
01-06-2019,Jammu And Kashmir,1,Doda,4,1737.7,1190.16,816.83,586.65,47.01%,49.29%,920.87,603.51,2019,Jun,2927.86,1403.48,,
01-06-2019,Jharkhand,20,Ramgarh,607,2705.42,315.9,2777.39,321.62,102.66%,101.81%,-71.97,-5.72,2019,Jun,3021.32,3099.01,,
01-06-2019,West Bengal,19,Paschim Bardhaman,704,2767.56,4080.54,2684.49,4044.4,97.00%,99.11%,83.07,36.14,2019,Jun,6848.1,6728.89,,
01-06-2019,Gujarat,24,Morbi,673,954.31,2239.83,882.97,2071.76,92.52%,92.50%,71.34,168.07,2019,Jun,3194.14,2954.73,,
01-06-2019,Odisha,21,Balangir,345,7301.79,483.32,7259.12,480.51,99.42%,99.42%,42.67,2.81,2019,Jun,7785.11,7739.63,,
01-06-2019,Madhya Pradesh,23,Indore,410,1422.41,5894.2,1307.93,5429.58,91.95%,92.12%,114.48,464.62,2019,Jun,7316.61,6737.51,,
01-06-2019,Delhi,7,South West,84,936.02,3655.05,936.02,3655.05,100.00%,100.00%,0,0,2019,Jun,4591.07,4591.07,,
01-06-2019,Uttar Pradesh,9,Shravasti,181,1967.22,2892.91,1930.96,2838.51,98.16%,98.12%,36.26,54.4,2019,Jun,4860.13,4769.47,,
01-06-2019,West Bengal,19,Medinipur East,317,7807.2,11591.28,7781.29,11020.39,99.67%,95.07%,25.91,570.89,2019,Jun,19398.48,18801.68,,
01-06-2019,Uttar Pradesh,9,Baghpat,124,1727.11,2571.45,1521.14,2263.08,88.07%,88.01%,205.97,308.37,2019,Jun,4298.56,3784.22,,
01-06-2019,Jharkhand,20,Chatra,323,4169.7,511.5,4170.99,521.33,100.03%,101.92%,-1.29,-9.83,2019,Jun,4681.2,4692.32,,
01-06-2019,Bihar,10,Bhagalpur,192,7708.5,5139,7163.49,4775.69,92.93%,92.93%,545.01,363.31,2019,Jun,12847.5,11939.18,,
01-06-2019,Maharashtra,27,Parbhani,489,2479.92,7073.52,1494.17,3925.62,60.25%,55.50%,985.75,3147.9,2019,Jun,9553.44,5419.79,,
01-06-2019,Bihar,10,Purnia,214,9164.4,6109.6,9152.67,6101.78,99.87%,99.87%,11.73,7.82,2019,Jun,15274,15254.45,,
01-06-2019,Odisha,21,Sambalpur,371,3839.97,533.22,3681.32,493.77,95.87%,92.60%,158.65,39.45,2019,Jun,4373.19,4175.09,,
01-06-2019,Maharashtra,27,Solapur,496,9658.5,14249.17,4702,6925.88,48.68%,48.61%,4956.5,7323.29,2019,Jun,23907.67,11627.88,,
01-06-2019,Bihar,10,Kishanganj,203,5009.45,3339.64,4800.72,3200.48,95.83%,95.83%,208.73,139.16,2019,Jun,8349.09,8001.2,,
01-06-2019,Maharashtra,27,Pune,490,14593.98,21464.61,7241.34,10712.22,49.62%,49.91%,7352.64,10752.39,2019,Jun,36058.59,17953.56,,
01-06-2019,Uttarakhand,5,Pauri Garhwal,52,2703.29,1715.6,1586.24,1065.77,58.68%,62.12%,1117.05,649.83,2019,Jun,4418.89,2652.01,,
01-06-2019,Himachal Pradesh,2,Solan,25,500,708,468.47,673.4,93.69%,95.11%,31.53,34.6,2019,Jun,1208,1141.87,,
01-06-2019,Jammu And Kashmir,1,Bandipore,623,2268.25,153.15,1036.2,165.15,45.68%,107.84%,1232.05,-12,2019,Jun,2421.4,1201.35,,
01-06-2019,Bihar,10,Munger,207,3275.94,2183.96,3252.21,2168.14,99.28%,99.28%,23.73,15.82,2019,Jun,5459.9,5420.35,,
01-06-2019,West Bengal,19,Nadia,320,7785.17,11517.78,7757.68,11507.59,99.65%,99.91%,27.49,10.19,2019,Jun,19302.95,19265.27,,
01-06-2019,Tamil Nadu,33,Coimbatore,569,6510.95,358.64,5012.15,319.16,76.98%,88.99%,1498.8,39.48,2019,Jun,6869.59,5331.31,,
01-06-2019,Tamil Nadu,33,Erode,573,5948.93,255.82,4391.05,241.61,73.81%,94.45%,1557.88,14.21,2019,Jun,6204.75,4632.66,,
01-06-2019,Himachal Pradesh,2,Kangra,18,1668,2430,1498.77,2149.43,89.85%,88.45%,169.23,280.57,2019,Jun,4098,3648.2,,
01-06-2019,Kerala,32,Kasaragod,558,2962.35,643.55,2656.31,585.94,89.67%,91.05%,306.04,57.61,2019,Jun,3605.9,3242.25,,
01-06-2019,Odisha,21,Kandhamal,359,3600.72,90.43,3591.82,89.68,99.75%,99.17%,8.9,0.75,2019,Jun,3691.15,3681.5,,
01-06-2019,Kerala,32,Thiruvananthapuram,565,7502.6,1805.35,7089,1614.57,94.49%,89.43%,413.6,190.78,2019,Jun,9307.95,8703.57,,
01-06-2019,Tamil Nadu,33,The Nilgiris,587,2351.66,107.79,2333.37,92.69,99.22%,85.99%,18.29,15.1,2019,Jun,2459.45,2426.06,,
01-06-2019,Daman & Diu,25,Diu,464,55.13,64.2,46.76,55.13,84.82%,85.87%,8.37,9.07,2019,Jun,119.33,101.89,,
01-06-2019,Maharashtra,27,Gondia,476,7866.86,3194.22,3914.84,1952.94,49.76%,61.14%,3952.02,1241.28,2019,Jun,11061.08,5867.78,,
01-06-2019,Madhya Pradesh,23,Alirajpur,639,791.43,3218.52,735.69,2998.86,92.96%,93.18%,55.74,219.66,2019,Jun,4009.95,3734.55,,
01-06-2019,Delhi,7,North,80,18184.12,72217.55,15656.57,63628.61,86.10%,88.11%,2527.55,8588.94,2019,Jun,90401.67,79285.18,,
01-06-2019,Gujarat,24,Narmada,452,758.56,1813.52,723.25,1730.24,95.35%,95.41%,35.31,83.28,2019,Jun,2572.08,2453.49,,
01-06-2019,Madhya Pradesh,23,Burhanpur,397,696.47,2234.77,670.89,2153.89,96.33%,96.38%,25.58,80.88,2019,Jun,2931.24,2824.78,,
01-06-2019,Jharkhand,20,Dumka,326,5397.05,699.81,5354.15,677.94,99.21%,96.87%,42.9,21.87,2019,Jun,6096.86,6032.09,,
01-06-2019,Madhya Pradesh,23,East Nimar,405,2157.43,3869.24,2104.41,3711.33,97.54%,95.92%,53.02,157.91,2019,Jun,6026.67,5815.74,,
01-06-2019,Uttarakhand,5,Almora,45,2686.73,1701.49,1867.85,1136.6,69.52%,66.80%,818.88,564.89,2019,Jun,4388.22,3004.45,,
01-06-2019,Madhya Pradesh,23,Tikamgarh,434,1612.24,4628.89,1223.99,3515.48,75.92%,75.95%,388.25,1113.41,2019,Jun,6241.13,4739.47,,
01-06-2019,Jharkhand,20,Ranchi,339,9806.22,1000.34,9833.05,1003.83,100.27%,100.35%,-26.83,-3.49,2019,Jun,10806.56,10836.88,,
01-06-2019,West Bengal,19,Dinajpur Uttar,311,4829.09,7167.52,4791.08,7167.52,99.21%,100.00%,38.01,0,2019,Jun,11996.61,11958.6,,
01-06-2019,Maharashtra,27,Jalna,479,5515.21,7609.49,2816.18,3876.24,51.06%,50.94%,2699.03,3733.25,2019,Jun,13124.7,6692.42,,
01-06-2019,Odisha,21,Rayagada,370,5000.2,7.96,4975.06,7.83,99.50%,98.37%,25.14,0.13,2019,Jun,5008.16,4982.89,,
01-06-2019,Uttar Pradesh,9,Jaunpur,152,7630.38,11131.89,7203.45,10491.81,94.40%,94.25%,426.93,640.08,2019,Jun,18762.27,17695.26,,
01-06-2019,Madhya Pradesh,23,Mandsaur,416,973.24,4055.21,941.33,3926.71,96.72%,96.83%,31.91,128.5,2019,Jun,5028.45,4868.04,,
01-06-2019,Jharkhand,20,Saraikela Kharsawan,341,4047.57,444.48,4055.34,451.11,100.19%,101.49%,-7.77,-6.63,2019,Jun,4492.05,4506.45,,
01-06-2019,Tamil Nadu,33,Salem,584,9884.67,312.59,8774.91,286.05,88.77%,91.51%,1109.76,26.54,2019,Jun,10197.26,9060.96,,
01-06-2019,Gujarat,24,Chhotaudepur,668,1137.56,2684.98,1023.94,2417.48,90.01%,90.04%,113.62,267.5,2019,Jun,3822.54,3441.42,,
01-06-2019,Bihar,10,Gopalganj,197,5282.72,3521.81,5273.53,3515.62,99.83%,99.82%,9.19,6.19,2019,Jun,8804.53,8789.15,,
01-06-2019,Odisha,21,Jagatsinghpur,355,3219.93,1375.95,3218.71,1375.83,99.96%,99.99%,1.22,0.12,2019,Jun,4595.88,4594.54,,
01-06-2019,Odisha,21,Koraput,363,7189.09,26.94,7015.78,22.51,97.59%,83.56%,173.31,4.43,2019,Jun,7216.03,7038.29,,
01-06-2019,Bihar,10,Jamui,198,4650.02,3100.01,4614.69,3076.46,99.24%,99.24%,35.33,23.55,2019,Jun,7750.03,7691.15,,
01-06-2019,Uttar Pradesh,9,Ambedkar Nagar,121,4182.26,6108.48,3730.77,5434.24,89.20%,88.96%,451.49,674.24,2019,Jun,10290.74,9165.01,,
01-06-2019,Himachal Pradesh,2,Una,26,558,789,531.88,779,95.32%,98.73%,26.12,10,2019,Jun,1347,1310.88,,
01-06-2019,West Bengal,19,Hooghly,312,6848.93,10092.9,6610.93,9987.59,96.53%,98.96%,238,105.31,2019,Jun,16941.83,16598.52,,
01-06-2019,Madhya Pradesh,23,Ashoknagar,391,954.64,3607,605.44,2270.58,63.42%,62.95%,349.2,1336.42,2019,Jun,4561.64,2876.02,,
01-06-2019,Tamil Nadu,33,Cuddalore,570,10367.95,267.88,8985.76,223.23,86.67%,83.33%,1382.19,44.65,2019,Jun,10635.83,9208.99,,
01-06-2019,Maharashtra,27,Thane,497,13226.9,17913.69,6724.61,9040.41,50.84%,50.47%,6502.29,8873.28,2019,Jun,31140.59,15765.02,,
01-06-2019,Uttarakhand,5,Pithoragarh,53,2126.1,1346.66,1693.95,981.8,79.67%,72.91%,432.15,364.86,2019,Jun,3472.76,2675.75,,
01-06-2019,Jharkhand,20,West Singhbhum,343,6757.61,892.87,6689.77,871.17,99.00%,97.57%,67.84,21.7,2019,Jun,7650.48,7560.94,,
01-06-2019,Delhi,7,West,85,798.13,3059.77,793.09,3044.17,99.37%,99.49%,5.04,15.6,2019,Jun,3857.9,3837.26,,
01-06-2019,Uttar Pradesh,9,Kaushambi,158,2858.39,4193.64,2583.24,3783.14,90.37%,90.21%,275.15,410.5,2019,Jun,7052.03,6366.38,,
01-06-2019,Bihar,10,Pashchim Champaran,211,10495.66,6997.11,10274.15,6849.52,97.89%,97.89%,221.51,147.59,2019,Jun,17492.77,17123.67,,
01-06-2019,Uttar Pradesh,9,Sitapur,183,7823.78,11655.49,7453.14,10899.12,95.26%,93.51%,370.64,756.37,2019,Jun,19479.27,18352.26,,
01-06-2019,West Bengal,19,Coochbehar,308,4660.06,6899.26,4657.2,6685.24,99.94%,96.90%,2.86,214.02,2019,Jun,11559.32,11342.44,,
01-06-2019,Odisha,21,Mayurbhanj,365,11741.27,852.37,11640.2,827.28,99.14%,97.06%,101.07,25.09,2019,Jun,12593.64,12467.48,,
01-06-2019,West Bengal,19,24 Paraganas North,303,9790.6,14487.7,9699.86,14476.67,99.07%,99.92%,90.74,11.03,2019,Jun,24278.3,24176.53,,
01-06-2019,Gujarat,24,Bhavnagar,443,2650.76,6228.53,2602.07,6111.96,98.16%,98.13%,48.69,116.57,2019,Jun,8879.29,8714.03,,
01-06-2019,Kerala,32,Wayanad,567,2776.2,475.45,2300.91,454.41,82.88%,95.57%,475.29,21.04,2019,Jun,3251.65,2755.32,,
01-06-2019,Uttar Pradesh,9,Lucknow,162,5960.48,8815.45,5236.67,7734.59,87.86%,87.74%,723.81,1080.86,2019,Jun,14775.93,12971.26,,
01-06-2019,Uttar Pradesh,9,Sambhal,659,3313.53,4912.66,2957.59,4378.9,89.26%,89.14%,355.94,533.76,2019,Jun,8226.19,7336.49,,
